Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,project,Report Status,Task Group
T121436.22,Closed,JPC Project Management>EHS Inspections,"No whip chains being used on kango end of compressor, tiying wire on hose/compressor",25/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1338,Closed,Safety
T121436.21,Closed,JPC Project Management>EHS Inspections,Improved access to guide wall for TKM steel fixers and Lavin operative.,25/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T121436.20,Closed,JPC Project Management>EHS Inspections,Housekeeping required around substation 5/6,25/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T121436.19,Closed,JPC Project Management>EHS Inspections,Review ground conditions at substation 5/6,25/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T121436.18,Closed,JPC Project Management>EHS Inspections,"Damaged storage bin, NOT safe to be lifted by telepoter, materials to  be manually taken from bin",25/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & People Interface,1338,Closed,Safety
T121436.17,Closed,JPC Project Management>EHS Inspections,Housekeeping at rear of TKM storage container,25/05/2020,,Safety Notice (Amber) - General Issue,Concrete & Formwork,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T121436.16,Closed,JPC Project Management>EHS Inspections,Exclusion zone or delineate change in groud level/drop(approx 1m),25/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T121436.15,Closed,JPC Project Management>EHS Inspections,"Remove incorrect signage, Deep Excavation signs required",25/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T121436.14,Closed,JPC Project Management>EHS Inspections,Housekeeping and stacking/storage in Lavin storage aera,25/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T121436.13,Closed,JPC Project Management>EHS Inspections,Pedestrian access route needed from substation 7/8 to tie up with exit walkway,25/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T121436.12,Closed,JPC Project Management>EHS Inspections,Review ground and secure ESB exclusion correctly on levelled ground,25/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,13/07/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T121436.11,Closed,JPC Project Management>EHS Inspections,Review Ground conditions at substation 7/8,25/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.90,Closed,JPC Project Management>EHS Inspections,"Work area in Mall left open when unattended. Heras panel stored upright, hand tools and heras footings left outside exclusion zone",21/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.89,Closed,JPC Project Management>EHS Inspections,"Review exclusion zone around tank at Wheel wash, currently heras panel can be opened easily, no signage erected",21/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.88,Closed,JPC Project Management>EHS Inspections,No whip chains being used on compressor,21/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1338,Closed,Safety
T119863.87,Closed,JPC Project Management>EHS Inspections,"Remove knotted sling, not to be used as lifting aid",21/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1338,Closed,Safety
T119863.86,Closed,JPC Project Management>EHS Inspections,isolated areas of housekeeping in PM Edwards work area,21/05/2020,,Safety Notice (Amber) - General Issue,Piling,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T1.21938603,Closed,1338 - Kildare Village,Remove damaged barriers,19/05/2020,,Safety Notice (Amber) - General Issue,Main Contractor,22/06/2020,FormAnswer,FALSE,FALSE,,,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T1.21938602,Closed,1338 - Kildare Village,Back fill trench around pad,19/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,22/06/2020,FormAnswer,FALSE,FALSE,,,,JPC - Safety - Excavations,1338,Closed,Safety
T1.21938601,Closed,1338 - Kildare Village,Mushroom caps to be placed back on exposed pile rebar when cutting is complete,19/05/2020,,Safety Notice (Amber) - General Issue,Groundworks,22/06/2020,FormAnswer,FALSE,FALSE,,,,JPC - Safety - House Keeping,1338,Closed,Safety
T1.21938511,EHS Good Observation,1338 - Kildare Village,Good separation of on site pedestrian one way walkways,19/05/2020,,Safety Notice (Green) - Good Observation,Main Contractor,19/05/2020,FormAnswer,FALSE,FALSE,,,,JPC - Safety - Access,1338,Closed,Safety
T122846.10,EHS Good Observation,JPC Project Management>EHS Inspections,Exclusion zone and access route in good order,28/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,28/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T122846.9,Closed,JPC Project Management>EHS Inspections,"Edge protection to be monitored and maintained, areas with open drop off edges and risk to employees and plant",28/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,31/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T122846.8,EHS Good Observation,JPC Project Management>EHS Inspections,Drip trays in use,28/03/2020,,Safety Notice (Green) - Good Observation,Piling,28/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T122846.7,Closed,JPC Project Management>EHS Inspections,Signage to be relocated and placed in strategic and actual work areas. Signage generally on site to be looked at with the moving of fences,28/03/2020,,Safety Notice (Amber) - General Issue,Piling,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T122846.6,EHS Good Observation,JPC Project Management>EHS Inspections,Edge protection in place after shift,28/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,28/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T122846.5,Closed,JPC Project Management>EHS Inspections,"Housekeeping to improve, cleaning and removal of rebar",28/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T122846.4,Closed,JPC Project Management>Training Records - EHS & Quality,Edge protection to be maintained and checked daily,27/03/2020,,Safety Notice (Red) - Serious Issue,Groundworks,01/04/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T122846.3,EHS Good Observation,JPC Project Management>Training Records - EHS & Quality,Drip tray being use,27/03/2020,,Safety Notice (Green) - Good Observation,Piling,27/03/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T122846.2,EHS Good Observation,JPC Project Management>Training Records - EHS & Quality,Edge protection  replaced after shift,27/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,27/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T122846.1,Closed,JPC Project Management>Training Records - EHS & Quality,"Housekeeping to improve, removal of scrap rebar",27/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.85,Closed,JPC Project Management>EHS Inspections,Single use slings to be removed from site and not used for any lifting operations on site,26/03/2020,,Safety Notice (Amber) - General Issue,Concrete & Formwork,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Lifting / Slinging,1338,Closed,Safety
T119863.84,Closed,JPC Project Management>EHS Inspections,No step cut into pad foundations,26/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.83,Closed,JPC Project Management>EHS Inspections,Reinstate demarcation line of underground EBB,26/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Electrical,1338,Closed,Safety
T119863.82,Closed,JPC Project Management>EHS Inspections,Exclusion zone to be reinstated and maintained for drainage,26/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T119863.81,Closed,JPC Project Management>EHS Inspections,Access to be maintained at monitoring points,26/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.80,Closed,JPC Project Management>EHS Inspections,Pedestrian access required into guide wall,26/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.79,Closed,JPC Project Management>EHS Inspections,Exclusion zone to be reinstated and maintained,26/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T119863.78,Closed,JPC Project Management>EHS Inspections,Housekeeping required,26/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T122841.8,Closed,JPC Project Management>EHS Inspections,complete walkway into retail area c,25/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T122841.7,EHS Good Observation,JPC Project Management>EHS Inspections,step cut into trench for access,25/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,25/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T122841.6,Closed,JPC Project Management>EHS Inspections,better access to be provided into trench. step to cut into trench,25/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,01/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T119863.77,EHS Good Observation,JPC Project Management>EHS Inspections,site,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T1.21564974,EHS Good Observation,JPC Project Management>EHS Inspections,Return to work TBT given to all operatives. ,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Information,1338,Closed,Safety
T1.21564973,EHS Good Observation,JPC Project Management>EHS Inspections,"Site management offices maintaining 2m social distancing. 
(Correct desk and chair layouts)",24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Information,1338,Closed,Safety
T1.21564970,EHS Good Observation,JPC Project Management>EHS Inspections,Site support staff working from home to limited the risk of Covid 19 transmission/ spread.,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Information,1338,Closed,Safety
T1.21564965,EHS Good Observation,JPC Project Management>EHS Inspections,Welfare checks continuously reviewed by site team to ensure compliance. ,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Information,1338,Closed,Safety
T1.21564962,EHS Good Observation,JPC Project Management>EHS Inspections,All personnel on site obeying 2m social distancing while working. ,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Management,1338,Closed,Safety
T1.21564959,Closed,JPC Project Management>EHS Inspections,"Temporary supply of hand sanitizer very low. 
Supply to be restocked, note limited availability throughout the country.",24/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Materials,1338,Closed,Safety
T1.21564832,EHS Good Observation,JPC Project Management>EHS Inspections,Toilet and welfare facilities routinely cleaned and restocked. Standard of clean down is very high,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Management,1338,Closed,Safety
T1.21564831,EHS Good Observation,JPC Project Management>EHS Inspections,Canteen seating re-arranged to maintain social distancing during lunch breaks ,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Management,1338,Closed,Safety
T1.21564830,EHS Good Observation,JPC Project Management>EHS Inspections,Covid 19 signage displayed in both the compound and on site as per policy,24/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,24/03/2020,FormAnswer,FALSE,FALSE,,,,JPC - Quality - Management,1338,Closed,Safety
T121436.10,Closed,JPC Project Management>EHS Inspections,Water to be pumped out of excavations,23/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,26/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T121436.9,EHS Good Observation,JPC Project Management>EHS Inspections,Barriers to excavation in place and tied,23/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,23/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T121436.8,EHS Good Observation,JPC Project Management>EHS Inspections,Good use of trenchbox and access,23/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,23/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T121436.7,EHS Good Observation,JPC Project Management>EHS Inspections,"Barriers fully in place around excavation, while backfilling",23/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,23/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1338,Closed,Safety
T121436.6,Closed,JPC Project Management>EHS Inspections,"Inadequate access to store, storage of materials to be reviewed.",23/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,26/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T121436.5,EHS Good Observation,JPC Project Management>EHS Inspections,Excavation barriers managed well,23/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,23/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1338,Closed,Safety
T121436.4,EHS Good Observation,JPC Project Management>EHS Inspections,Good storage of material,23/03/2020,,Safety Notice (Green) - Good Observation,Piling,23/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1338,Closed,Safety
T121436.3,EHS Good Observation,JPC Project Management>EHS Inspections,Good use of barriers,23/03/2020,,Safety Notice (Green) - Good Observation,Groundworks,23/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1338,Closed,Safety
T121436.2,EHS Good Observation,JPC Project Management>EHS Inspections,Hoarding being erected around turnstyle.,23/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,23/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
T121354.20,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Substation 5&6,Foundations construction  ongoing. Blockwork ready for installation . ensure to provide  adequate  cover for reinforcement,20/03/2020,43917,Design Team - BCAR Structural,,29/07/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.19,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Block B>Lvl -00 Foundation,Block B pad construction,20/03/2020,43917,Design Team - BCAR Structural,,20/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.18,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Block A,Block A pad construction,20/03/2020,43917,Design Team - BCAR Structural,,20/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.17,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Substation 7&8,Sleeper wall construction  ongoing,20/03/2020,43917,Design Team - BCAR Structural,,20/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.16,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Foundation,Excavation at Car park ongoing,20/03/2020,43917,Design Team - BCAR Structural,,20/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.15,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,"Guide wall completed for northern, western and partially eastern elevations",20/03/2020,43917,Design Team - BCAR Structural,,20/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121354.14,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 01 Structural>Carpark>Lvl -00 Piling,Piles installation  ongoing,20/03/2020,43917,Design Team - BCAR Structural,,20/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121360.9,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block B>Lvl 00 Ground Floor,Shuttering being struck to pad foundations.,19/03/2020,43916,Design Team - BCAR Architectural,Architect ,19/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121360.8,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block B>Lvl 00 Ground Floor,Shuttering being struck to pad foundations.,19/03/2020,43916,Design Team - BCAR Architectural,Architect ,19/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121360.7,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block A>Lvl 00 Ground Floor,Shuttering being struck to pad foundations.,19/03/2020,43916,Design Team - BCAR Architectural,Architect ,19/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121360.6,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block A>Lvl 00 Ground Floor>Unit 100,Fresh concrete pour at pad foundations today. All looks very neat.,19/03/2020,43916,Design Team - BCAR Architectural,Architect ,19/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121360.5,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block A>Lvl 00 Ground Floor>Unit 102,Fresh concrete pour at pad foundations today. All looks very neat.,19/03/2020,43916,Design Team - BCAR Architectural,Architect ,19/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T121360.4,3rd Party Sign Off - Closed,Quality Control & BC(A)R>ITP 02 Architectural>Block A>Lvl 00 Ground Floor,"Rising wall general progress at Substation. Note that top coursing has been removed for some reason, presumably because the daily lift was too high. ",19/03/2020,43916,Design Team - BCAR Architectural,Architect ,19/03/2020,,FALSE,TRUE,FALSE,FALSE,,,1338,Closed,Design Team
T119863.76,Closed,JPC Project Management>EHS Inspections,Housekeeping following removal of Kelly blocks,19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.75,Closed,JPC Project Management>EHS Inspections,"Section of heras fencing badly damaged, needs to be replaced to secure site boundary",19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Public Interface / Hoarding,1338,Closed,Safety
T119863.74,Closed,JPC Project Management>EHS Inspections,"Review set up at wheel wash tank, generator & fuel bund. Ensure no access into tank.",19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.73,Closed,JPC Project Management>EHS Inspections,Clear designated access route to be identified and implemented for block layers at ESB substation,19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.72,Closed,JPC Project Management>EHS Inspections,Clear access and identification required for skips,19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.71,Closed,JPC Project Management>EHS Inspections,Review stacking and storage of Kelly blocks,19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Storage,1338,Closed,Safety
T119863.70,Closed,JPC Project Management>EHS Inspections,Drums to be stored in bunding,19/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T119863.69,Closed,JPC Project Management>EHS Inspections,Housekeeping required at rear of storage area,19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.68,Closed,JPC Project Management>EHS Inspections,Waste metal needs to be skipped (TKM),19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T119863.67,Closed,JPC Project Management>EHS Inspections,Open excavations - Protection required and access in,19/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T1.21414901,Closed,JPC Project Management>EHS Inspections,Exclusion zone required around PJE works - piling rig & crane,13/03/2020,,Safety Notice (Amber) - General Issue,Piling,02/04/2020,FormAnswer,FALSE,FALSE,,,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T123603.26,EHS Good Observation,JPC Project Management>EHS Inspections,starter bars end caps - good practice,13/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,13/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T123603.25,Closed,JPC Project Management>EHS Inspections,no clear signage showing location of emergency spill kits,13/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Storage,1338,Closed,Safety
T119863.66,Closed,JPC Project Management>EHS Inspections,Obstructed access to TKM area,13/03/2020,,Safety Notice (Amber) - General Issue,Groundworks,13/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T123603.24,Closed,JPC Project Management>EHS Inspections,tripping hazards - rebar to be stacked neatly,13/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T119863.65,Closed,JPC Project Management>EHS Inspections,Chemical drum to be removed from store and stored in COSHH if required (TKM),13/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - Storage,1338,Closed,Safety
T123603.23,EHS Good Observation,JPC Project Management>EHS Inspections,Google material storage and labelling,13/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,13/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Materials,1338,Closed,Safety
T119863.64,Closed,JPC Project Management>EHS Inspections,Materials to be removed from access to store (TKM Responsible),13/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T123603.22,EHS Good Observation,JPC Project Management>EHS Inspections,all men wearing PPE,13/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,13/03/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - PPE,1338,Closed,Safety
T123603.21,EHS Good Observation,JPC Project Management>EHS Inspections,good housekeeping,13/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,13/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1338,Closed,Safety
T123603.20,EHS Good Observation,JPC Project Management>EHS Inspections,clear access roads,13/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,13/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1338,Closed,Safety
T119863.63,Closed,JPC Project Management>EHS Inspections,Open excavations,13/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T123603.19,EHS Good Observation,JPC Project Management>EHS Inspections,adequate walkways,13/03/2020,,Safety Notice (Green) - Good Observation,Main Contractor,13/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1338,Closed,Safety
T123603.18,Closed,JPC Project Management>EHS Inspections,open excavations,13/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1338,Closed,Safety
T123603.17,Closed,JPC Project Management>EHS Inspections,hazard bin needs signage,13/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,02/04/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1338,Closed,Safety
T123603.16,Closed,JPC Project Management>EHS Inspections,Materials on site to be stored in a safe manner,12/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,17/06/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1338,Closed,Safety
T123603.15,Closed,JPC Project Management>EHS Inspections,Review site signage needed,12/03/2020,,Safety Notice (Amber) - General Issue,Main Contractor,12/03/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1338,Closed,Safety
